LTKBID,compound_name,SeverityClass,LabelSection,vDILI-Concern,vDILI_Concern_Normalized,Comment,smiles,binary_label
LT02018,Capecitabine,2,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Revised,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,1
LT03646,Capmatinib hydrochloride,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,New,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,1
LT00059,Captopril,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(CS)C(=O)N1CCCC1C(=O)O,1
LT00060,Carbamazepine,7,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,NC(=O)N1c2ccccc2C=Cc2ccccc21,1
LT01159,Carbenicillin disodium,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+].[Na+],1
LT00759,Carbinoxamine maleate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,0
LT00061,Carboplatin,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,N.N.O=C([O-])C1(C(=O)[O-])CCC1.[Pt+2],1
LT00898,Carboprost tromethamine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O.NC(CO)(CO)CO,0
LT02395,Carfilzomib,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,New,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,1
LT00675,Carglumic acid,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,NC(=O)NC(CCC(=O)O)C(=O)O,0
LT02037,Carisoprodol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0
LT00207,Carvedilol,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1
LT01166,Cefaclor,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,1
LT01167,Cefadroxil hemihydrate,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1.CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1.O,1
LT01171,Cefazolin sodium,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],1
LT01289,Cefdinir,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,1
LT01087,Cefditoren pivoxil,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,1
LT01172,Cefepime hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.Cl.O.[Cl-],1
LT01173,Cefixime,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,1
LT01176,Cefoperazone sodium,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O.[Na+],1
LT01177,Cefotaxime sodium,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],1
LT01182,Cefprozil,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,1
LT02387,Ceftaroline fosamil,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,New,CCON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)(O)O)n1,1
LT00062,Ceftazidime,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,1
LT01185,Ceftriaxone sodium,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CSC12)c1csc(N)n1.[Na+].[Na+],1
LT01186,Cefuroxime sodium,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],1
LT00252,Celecoxib,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1
LT01189,Cephalexin,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,1
LT03596,Ceritinib,4,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,New,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,1
LT01190,Cetirizine hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
LT00286,Chlorambucil,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1
LT01196,Chloramphenicol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
LT00066,Chlorcyclizine hydrochloride,0,No match,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,1
LT01198,Chlordiazepoxide hydrochloride,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1.Cl,1
LT01201,Chlormezanone,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1
LT01207,Chloroquine phosphate,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,1
LT01208,Chlorothiazide,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,1
LT00009,Chlorpheniramine maleate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,0
LT00068,Chlorpromazine hydrochloride,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,1
LT00379,Chlorpropamide,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1
LT00067,Chlorzoxazone,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=c1[nH]c2cc(Cl)ccc2o1,1
LT03899,Choline c-11,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,C[N+](C)(C)CCO,0
LT01218,Cimetidine,2,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN=C(NC#N)NCCSCc1nc[nH]c1C,1
LT01209,Cinacalcet hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,0
LT01219,Cinchophen,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,1
LT00178,Ciprofloxacin hydrochloride,7,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cl.O.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1
LT00978,Cisatracurium besylate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,0
LT00071,Cisplatin,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,N.N.[Cl][Pt][Cl],1
LT00219,Citalopram hydrobromide,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Br.CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1
LT01224,Cladribine,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Revised,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,1
LT00187,Clarithromycin,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1
LT02222,Clemastine fumarate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)C=CC(=O)O,0
LT00644,Clevidipine,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0
LT01225,Clindamycin hydrochloride,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl,1
LT02346,Clindamycin phosphate,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Revised,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,1
LT00011,Clofibrate,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1
LT00694,Clomacran,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,1
LT01228,Clometacin,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,1
LT00233,Clomiphene citrate,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1
LT00185,Clomipramine hydrochloride,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,1
LT00532,Clonazepam,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1
LT01023,Clopidogrel bisulfate,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,1
LT00248,Clotrimazole,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1
LT01235,Cloxacillin sodium,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],1
LT00287,Clozapine,5,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1
LT01269,Codeine sulfate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.O.O.O.O=S(=O)(O)O,0
LT00881,Colestipol hydrochloride,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Revised,Cl.NCCNCCNCCNCCN,1
LT01275,Colistimethate sodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCC(C)CCCCC(=O)NCCC1NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC1=O,0
LT01210,Conivaptan hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2.Cl,0
LT03651,Copanlisib dihydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,COc1c(OCCCN2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(N)nc4)nc12)CCN3.Cl.Cl,0
LT03900,Copper cu-64 dotatate,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(O)C(NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1)C(=O)O.[Cu+2],0
LT00438,Corticorelin ovine triflutate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)CO)C(C)CC)C(C)O)C(C)C)C(C)O)C(=O)NC(C)C(N)=O,0
LT00077,Corticotropin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C)C(C)C)C(C)C,0
LT00734,Cortisone acetate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,0
LT00855,Cosyntropin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CSCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C,0
LT02436,Crizotinib,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,New,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1
LT02004,Cromoglicate,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1
LT00361,Cupric chloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,[Cl][Cu][Cl],0
LT02002,Cyanocobalamin,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC1=C2N=C(C=C3NC(=C(C)C4=NC(C)(C5N=C1C(C)(CCC(=O)NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(N)=O)C(C)(CC(N)=O)C4CCC(=N)[O-])C(C)(CC(N)=O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[C]#N.[Co+2],0
LT01249,Cyclobenzaprine hydrochloride,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,1
LT01250,Cyclofenil,8,Withdrawn,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1
LT00013,Cyclophosphamide,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,O=P1(N(CCCl)CCCl)NCCCO1,1
LT00380,Cyclosporine,7,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,1
LT01255,Cyproheptadine hydrochloride,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,1
LT00209,Cytarabine,3,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1
LT02345,Dabigatran etexilate mesylate,0,No match,vLess-DILI-concern,vLess-DILI-concern,New,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,1
LT00288,Dacarbazine,6,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CN(C)N=Nc1nc[nH]c1C(N)=O,1
LT03652,Dacomitinib,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,New,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,1
LT00079,Dactinomycin,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,1
LT03653,Dalfampridine,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,Nc1ccncc1,0
LT00539,Danazol,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,1
LT00080,Dantrolene sodium,8,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1.[Na+],1
LT02891,Dapagliflozin,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,0
LT00289,Dapsone,3,Warnings & precautions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1
LT01200,Daptomycin,5,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C,1
LT01188,Darifenacin hydrobromide,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Br.NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,0
LT01243,Darunavir,8,Warnings & precautions,vMost-DILI-concern,vMost-DILI-concern,Unchanged,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,1
LT01248,Dasatinib,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1
LT00540,Daunorubicin hydrochloride,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1.Cl,0
LT00563,Deferasirox,7,Box warning,vMost-DILI-concern,vMost-DILI-concern,Unchanged,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,1
LT00386,Deferoxamine mesylate,0,No match,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,1
LT02726,Deflazacort,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,0
LT03657,Deoxycholic acid,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0
LT01085,Desloratadine,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1
LT00573,Desvenlafaxine succinate,3,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O.O=C(O)CCC(=O)O,1
LT03658,Deutetrabenazine,0,No match,vNo-DILI-concern,vNo-DILI-concern,New,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0
LT00810,Dexbrompheniramine maleate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)C=CC(=O)O,0
LT00682,Dexchlorpheniramine maleate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,0
LT01266,Dexlansoprazole,4,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,1
LT02909,Dexmethylphenidate hydrochloride,7,Adverse reactions,vLess-DILI-concern,vLess-DILI-concern,Unchanged,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,1
LT01972,Dexpanthenol,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(C)(CO)C(O)C(=O)NCCCO,0
LT00870,Dextroamphetamine sulfate,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(N)Cc1ccccc1.CC(N)Cc1ccccc1.O=S(=O)(O)O,0
LT02056,Dextromethorphan polistirex,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,Br.COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0
LT00327,Dextrose,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,OCC1OC(O)C(O)C(O)C1O,0
LT00774,Diatrizoate sodium,0,No match,vNo-DILI-concern,vNo-DILI-concern,Unchanged,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],0
